Connector Name,Pin Name,Pin Name nunique,Pin Name count,Connector PartNumber,Pin PreferredSignal,Signal Name,check_signal
TO_161_LH_(152),17,1,1,,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_161_LH_(152),18,1,1,,na,EQ_BSM_MODULE_LH_OMIL,0
TO_161_LH_(152),19,1,1,,EQ_D/L_MTR_F/L-LHD_PLUS,EQ_D/L_MTR_F/L-LHD_PLUS,1
TO_161_LH_(152),20,1,1,,EQ_F:DOOR_F/L_L,EQ_F:DOOR_F/L_L,1
TO_161_LH_(152),21,1,1,,na,EQ_F:DOOR_F/R_L,0
TO_161_LH_(152),22,1,1,,na,GND_BLE_RECV_D/SEAT_GND,0
TO_161_LH_(152),23,1,1,,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_161_LH_(152),24,1,1,,na,na,2
TO_161_LH_(152),25,1,1,,na,S_BODY_ECU_DOOR_004,0
TO_161_LH_(152),26,1,1,,na,S_BODY_ECU_DOOR_002,0
TO_161_LH_(152),27,1,1,,S_PVM_APP-21CY_024,S_PVM_APP-21CY_024,1
TO_161_LH_(152),28,1,1,,S_PVM_APP-21CY_025,S_PVM_APP-21CY_025,1
TO_161_LH_(152),29,1,1,,S_PVM_APP-21CY_026,S_PVM_APP-21CY_026,1
TO_161_LH_(152),30,1,1,,S_PVM_APP-21CY_027,S_PVM_APP-21CY_027,1
TO_161_LH_(152),31,1,1,,na,S_OUT_MIR_SW_014,0
TO_161_LH_(152),32,1,1,,na,S_OUT_MIR_SW_015,0
TO_161_LH_(152),33,1,1,,na,S_OUT_MIR_SW_011,0
TO_161_LH_(154)_25P,1,1,1,90980-12802,na,MCB4649,0
TO_161_LH_(154)_25P,2,1,1,90980-12802,na,SIG4648,0
TO_161_LH_(154)_25P,3,1,1,90980-12802,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_161_LH_(154)_25P,4,1,1,90980-12802,EQ_BODY_ECU_LSWL,EQ_BODY_ECU_LSWL,1
TO_161_LH_(154)_25P,5,1,1,90980-12802,EQ_METER_ILL-,EQ_METER_ILL-,1
TO_161_LH_(154)_25P,6,1,1,90980-12802,S_BLE_ECU_003,S_BLE_ECU_003,1
TO_161_LH_(154)_25P,7,1,1,90980-12802,EQ_F:ECU-IGP_NO.3_L,EQ_F:ECU-IGP_NO.3_L,1
TO_161_LH_(154)_25P,8,1,1,90980-12802,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_161_LH_(154)_25P,9,1,1,90980-12802,EQ_HTR_CONT_PNL_SVPI,EQ_HTR_CONT_PNL_SVPI,1
TO_161_LH_(154)_25P,10,1,1,90980-12802,EQ_HTR_CONT_PNL_SW_1,EQ_HTR_CONT_PNL_SW_1,1
TO_161_LH_(154)_25P,11,1,1,90980-12802,EQ_F:DOOR_R/L_L,EQ_F:DOOR_R/L_L,1
TO_161_LH_(154)_25P,12,1,1,90980-12802,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_161_LH_(154)_25P,13,1,1,90980-12802,S_BODY_ECU_DOOR_004,S_BODY_ECU_DOOR_004,1
TO_161_LH_(154)_25P,14,1,1,90980-12802,S_DOUBLE_LOCK_001,S_DOUBLE_LOCK_001,1
TO_161_LH_(154)_25P,15,1,1,90980-12802,S_BODY_ECU_DOOR_002,S_BODY_ECU_DOOR_002,1
TO_161_LH_(154)_25P,16,1,1,90980-12802,S_BODY_ECU_DOOR_037,S_BODY_ECU_DOOR_037,1
TO_161_LH_(154)_25P,17,1,1,90980-12802,S_BLE_ECU_005,S_BLE_ECU_005,1
TO_161_LH_(154)_25P,18,1,1,90980-12802,S_BODY_ECU_DOOR_038,S_BODY_ECU_DOOR_038,1
TO_161_LH_(154)_25P,19,1,1,90980-12802,na,na,2
TO_161_LH_(154)_25P,20,1,1,90980-12802,S_DOUBLE_LOCK_002,S_DOUBLE_LOCK_002,1
TO_161_LH_(154)_25P,21,1,1,90980-12802,S_DOUBLE_LOCK_006,S_DOUBLE_LOCK_006,1
TO_161_LH_(154)_25P,22,1,1,90980-12802,S_BLE_ECU_004,S_BLE_ECU_004,1
TO_161_LH_(154)_25P,23,1,1,90980-12802,EQ_F:ECU-DCC_NO.2_L,EQ_F:ECU-DCC_NO.2_L,1
TO_161_LH_(154)_25P,24,1,1,90980-12802,na,na,2
TO_161_LH_(154)_25P,25,1,1,90980-12802,na,na,2
TO_161_LH_(183),1,1,1,90980-12371,TW_S_CLEARANCE_SNR_014,TW_S_CLEARANCE_SNR_014,1
TO_161_LH_(183),2,1,1,90980-12371,TW_S_CLEARANCE_SNR_015,TW_S_CLEARANCE_SNR_015,1
TO_161_LH_(183),3,1,1,90980-12371,TW_S_CLEARANCE_SNR_020,TW_S_CLEARANCE_SNR_020,1
TO_161_LH_(183),4,1,1,90980-12371,TW_S_CLEARANCE_SNR_021,TW_S_CLEARANCE_SNR_021,1
TO_161_LH_(183),5,1,1,90980-12371,EQ_F:ECU-B_NO.2_L,EQ_F:ECU-B_NO.2_L,1
TO_161_LH_(183),6,1,1,90980-12371,GND_100V_OUTLET_CONSOLE-OTHER_E,GND_100V_OUTLET_CONSOLE-OTHER_E,1
TO_161_LH_(183),7,1,1,90980-12371,GND_B/DR_OPNR_SW_E,GND_B/DR_OPNR_SW_E,1
TO_161_LH_(183),8,1,1,90980-12371,S_BODY_ECU_EX_LP_011,S_BODY_ECU_EX_LP_011,1
TO_161_LH_(183),9,1,1,90980-12371,S_CLEARANCE_SNR_013,S_CLEARANCE_SNR_013,1
TO_161_LH_(183),10,1,1,90980-12371,S_CLEARANCE_SNR_019,S_CLEARANCE_SNR_019,1
TO_161_LH_(183),11,1,1,90980-12371,S_PBD_001,S_PBD_001,1
TO_161_LH_(183),12,1,1,90980-12371,na,na,2
TO_161_LH_(183),13,1,1,90980-12371,na,na,2
TO_161_LH_(183),14,1,1,90980-12371,na,na,2
TO_161_LH_(183),15,1,1,90980-12371,na,na,2
TO_161_LH_(183),16,1,1,90980-12371,na,na,2
TO_161_LH_(183),17,1,1,90980-12371,na,na,2
TO_161_LH_(183),18,1,1,90980-12371,na,na,2
TO_161_LH_(183),19,1,1,90980-12371,na,na,2
TO_161_LH_(183),20,1,1,90980-12371,na,na,2
TO_161_LH_(183),21,1,1,90980-12371,na,na,2
TO_161_LH_(183),22,1,1,90980-12371,na,na,2
TO_161_LH_(184),1,1,1,,EMB_S_PVM_APP-21CY_002,EMB_S_PVM_APP-21CY_002,1
TO_161_LH_(184),2,1,1,,EMB_S_PVM_APP-21CY_003,EMB_S_PVM_APP-21CY_003,1
TO_161_LH_(184),3,1,1,,EMB_S_PVM_APP-21CY_004,EMB_S_PVM_APP-21CY_004,1
TO_161_LH_(184),4,1,1,,na,MCB6517,0
TO_161_LH_(184),5,1,1,,na,MCB6516,0
TO_161_LH_(184),6,1,1,,SLD_S_21CY_TOYOTA_T2-T1_059,SLD_S_21CY_TOYOTA_T2-T1_059,1
TO_161_LH_(184),7,1,1,,SLD_DRN_S_21CY_TOYOTA_T2-T1_108,SLD_DRN_S_21CY_TOYOTA_T2-T1_108,1
TO_161_LH_(184),8,1,1,,SLD_S_21CY_TOYOTA_T2-T1_060,SLD_S_21CY_TOYOTA_T2-T1_060,1
TO_161_LH_(184),9,1,1,,SLD_S_21CY_TOYOTA_T2-T1_061,SLD_S_21CY_TOYOTA_T2-T1_061,1
TO_161_LH_(184),10,1,1,,SLD_S_21CY_TOYOTA_T2-T1_062,SLD_S_21CY_TOYOTA_T2-T1_062,1
TO_161_LH_(184),11,1,1,,na,MCB6518,0
TO_161_LH_(184),12,1,1,,na,MCB6519,0
TO_161_LH_(184),13,1,1,,na,MCB6520,0
TO_161_LH_(184),14,1,1,,SLD_DRN_S_SPVM-21CY_101,SLD_DRN_S_SPVM-21CY_101,1
TO_161_LH_(184),15,1,1,,SLD_S_SPVM-21CY_004,SLD_S_SPVM-21CY_004,1
TO_161_LH_(184),16,1,1,,SLD_S_SPVM-21CY_002,SLD_S_SPVM-21CY_002,1
TO_161_LH_(184),17,1,1,,SLD_S_SPVM-21CY_003,SLD_S_SPVM-21CY_003,1
TO_161_LH_(184),18,1,1,,SLD_S_SPVM-21CY_001,SLD_S_SPVM-21CY_001,1
TO_161_LH_(184),19,1,1,,CANFD_DS_BUS_HI,CANFD_DS_BUS_HI,1
TO_161_LH_(184),20,1,1,,EQ_METER_ILL-,EQ_METER_ILL-,1
TO_161_LH_(184),21,1,1,,CAN_B_BUS_HI,CAN_B_BUS_HI,1
TO_161_LH_(184),22,1,1,,CAN_B_BUS_LO,CAN_B_BUS_LO,1
TO_161_LH_(184),23,1,1,,EQ_BODY_ECU_LSBO,EQ_BODY_ECU_LSBO,1
TO_161_LH_(184),24,1,1,,EQ_F:ECU-B_NO.2_L,EQ_F:ECU-B_NO.2_L,1
TO_161_LH_(184),25,1,1,,EQ_F:ECU-IGR_NO.1_L,EQ_F:ECU-IGR_NO.1_L,1
TO_161_LH_(184),26,1,1,,CANFD_DS_BUS_HI,CANFD_DS_BUS_HI,1
TO_161_LH_(184),27,1,1,,EQ_FL:PBD_L,EQ_FL:PBD_L,1
TO_161_LH_(184),28,1,1,,na,na,2
TO_161_LH_(184),29,1,1,,na,MCB4689,0
TO_161_LH_(184),30,1,1,,EQ_PDB_DOM1,EQ_PDB_DOM1,1
TO_161_LH_(184),31,1,1,,GND_100V_OUTLET_CONSOLE-OTHER_E,GND_100V_OUTLET_CONSOLE-OTHER_E,1
TO_161_LH_(184),32,1,1,,GND_B/DR_OPNR_SW_E,GND_B/DR_OPNR_SW_E,1
TO_161_LH_(184),33,1,1,,GND_DEF_RR_E,GND_DEF_RR_E,1
TO_161_LH_(184),34,1,1,,S_AHB_G_ECU-STOP_LP_003,S_AHB_G_ECU-STOP_LP_003,1
TO_161_LH_(184),35,1,1,,CANFD_DS_BUS_LO,CANFD_DS_BUS_LO,1
TO_161_LH_(184),36,1,1,,S_BODY_ECU_DOOR_007,S_BODY_ECU_DOOR_007,1
TO_161_LH_(184),37,1,1,,S_BODY_ECU_DOOR_017,S_BODY_ECU_DOOR_017,1
TO_161_LH_(184),38,1,1,,S_BODY_ECU_EX_LP_011,S_BODY_ECU_EX_LP_011,1
TO_161_LH_(184),39,1,1,,S_PBD_001,S_PBD_001,1
TO_161_LH_(184),40,1,1,,S_SEC_ALARM_002,S_SEC_ALARM_002,1
TO_161_LH_(184),41,1,1,,S_SMART_ENTRY-15CY_033,S_SMART_ENTRY-15CY_033,1
TO_161_LH_(184),42,1,1,,S_SMART_ENTRY-15CY_034,S_SMART_ENTRY-15CY_034,1
TO_161_LH_(184),43,1,1,,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_161_LH_(184),44,1,1,,CANFD_DS_BUS_LO,CANFD_DS_BUS_LO,1
TO_161_LH_(184),69,1,1,,EMB_S_PVM_APP-21CY_001,EMB_S_PVM_APP-21CY_001,1
TO_161_LH_(184),70,1,1,,EMB_DRN_S_PVM_APP-21CY_101,EMB_DRN_S_PVM_APP-21CY_101,1
TO_161_RH_(111_RH),1,1,1,,SLD_S_MGR_004,SLD_S_MGR_004,1
TO_161_RH_(111_RH),2,1,1,,SLD_DRN_S_MGR_102,SLD_DRN_S_MGR_102,1
TO_161_RH_(111_RH),3,1,1,,SLD_S_MGR_005,SLD_S_MGR_005,1
TO_161_RH_(111_RH),4,1,1,,SLD_S_MGR_006,SLD_S_MGR_006,1
TO_161_RH_(111_RH),5,1,1,,SLD_S_MGR_007,SLD_S_MGR_007,1
TO_161_RH_(111_RH),6,1,1,,SLD_S_MGR_008,SLD_S_MGR_008,1
TO_161_RH_(111_RH),7,1,1,,SLD_S_MGR_009,SLD_S_MGR_009,1
TO_161_RH_(111_RH),8,1,1,,EMB_S_PVM_APP-21CY_005,EMB_S_PVM_APP-21CY_005,1
TO_161_RH_(111_RH),9,1,1,,EMB_DRN_S_PVM_APP-21CY_102,EMB_DRN_S_PVM_APP-21CY_102,1
TO_161_RH_(111_RH),10,1,1,,EMB_S_PVM_APP-21CY_006,EMB_S_PVM_APP-21CY_006,1
TO_161_RH_(111_RH),11,1,1,,EMB_S_PVM_APP-21CY_007,EMB_S_PVM_APP-21CY_007,1
TO_161_RH_(111_RH),12,1,1,,EMB_S_PVM_APP-21CY_008,EMB_S_PVM_APP-21CY_008,1
TO_161_RH_(111_RH),13,1,1,,SLD_S_SPVM-21CY_005,SLD_S_SPVM-21CY_005,1
TO_161_RH_(111_RH),14,1,1,,SLD_DRN_S_SPVM-21CY_102,SLD_DRN_S_SPVM-21CY_102,1
TO_161_RH_(111_RH),15,1,1,,SLD_S_SPVM-21CY_006,SLD_S_SPVM-21CY_006,1
TO_161_RH_(111_RH),16,1,1,,SLD_S_SPVM-21CY_007,SLD_S_SPVM-21CY_007,1
TO_161_RH_(111_RH),17,1,1,,SLD_S_SPVM-21CY_008,SLD_S_SPVM-21CY_008,1
TO_161_RH_(111_RH),18,1,1,,SLD_S_AHB_G_ECU#2_008,SLD_S_AHB_G_ECU#2_008,1
TO_161_RH_(111_RH),19,1,1,,GND_SLD_DRN_AHB_G_ECU#2_103,GND_SLD_DRN_AHB_G_ECU#2_103,1
TO_161_RH_(111_RH),20,1,1,,SLD_S_AHB_G_ECU#2_009,SLD_S_AHB_G_ECU#2_009,1
TO_161_RH_(111_RH),21,1,1,,TW_S_REMOTE_ANT_001,TW_S_REMOTE_ANT_001,1
TO_161_RH_(111_RH),22,1,1,,TW_S_REMOTE_ANT_002,TW_S_REMOTE_ANT_002,1
TO_161_RH_(111_RH),23,1,1,,EQ_F:PWC(TBD)_L,na,0
TO_161_RH_(111_RH),24,1,1,,EQ_F:AMD2_L,EQ_F:AMD2_L,1
TO_161_RH_(111_RH),25,1,1,,EQ_F:IGCT_NO.2_L,EQ_F:IGCT_NO.2_L,1
TO_161_RH_(111_RH),26,1,1,,CANFD_DS_LOCAL1_BUS_HI,CANFD_DS_LOCAL1_BUS_HI,1
TO_161_RH_(111_RH),27,1,1,,CANFD_DS_LOCAL1_BUS_LO,CANFD_DS_LOCAL1_BUS_LO,1
TO_161_RH_(111_RH),30,1,1,,EQ_F:PLUG_LOCK_L,EQ_F:PLUG_LOCK_L,1
TO_161_RH_(111_RH),31,1,1,,EQ_HV_ECU-HV_LIN3,EQ_HV_ECU-HV_LIN3,1
TO_161_RH_(111_RH),32,1,1,,EQ_HV_ECU-PHV_LIN3,EQ_HV_ECU-PHV_LIN3,1
TO_161_RH_(111_RH),33,1,1,,S_AHB_G_ECU#2_020,S_AHB_G_ECU#2_020,1
TO_161_RH_(111_RH),34,1,1,,S_AHB_G_ECU#2_021,S_AHB_G_ECU#2_021,1
TO_161_RH_(111_RH),35,1,1,,S_AHB_G_ECU#2_024,S_AHB_G_ECU#2_024,1
TO_161_RH_(111_RH),36,1,1,,S_AHB_G_ECU#2_025,S_AHB_G_ECU#2_025,1
TO_161_RH_(111_RH),37,1,1,,S_AHB_G_ECU-STOP_LP_003,S_AHB_G_ECU-STOP_LP_003,1
TO_161_RH_(111_RH),38,1,1,,S_MGR_010,S_MGR_010,1
TO_161_RH_(111_RH),39,1,1,,S_MGR_011,S_MGR_011,1
TO_161_RH_(111_RH),46,1,1,,TW_S_CLEARANCE_SNR_002,TW_S_CLEARANCE_SNR_002,1
TO_161_RH_(111_RH),47,1,1,,TW_S_CLEARANCE_SNR_003,TW_S_CLEARANCE_SNR_003,1
TO_161_RH_(111_RH),48,1,1,,TW_S_CLEARANCE_SNR_017,TW_S_CLEARANCE_SNR_017,1
TO_161_RH_(111_RH),49,1,1,,TW_S_CLEARANCE_SNR_018,TW_S_CLEARANCE_SNR_018,1
TO_161_RH_(111_RH),50,1,1,,EQ_F:ECU-IGR_NO.3_L,EQ_F:ECU-IGR_NO.3_L,1
TO_161_RH_(111_RH),51,1,1,,S_CLEARANCE_SNR_001,S_CLEARANCE_SNR_001,1
TO_161_RH_(111_RH),52,1,1,,S_CLEARANCE_SNR_016,S_CLEARANCE_SNR_016,1
TO_161_RH_(141_RH),1,1,1,,na,EMB_S_PVM_APP-21CY_035,0
TO_161_RH_(141_RH),2,1,1,,na,EMB_S_PVM_APP-21CY_036,0
TO_161_RH_(141_RH),3,1,1,,na,SLD_S_SPVM-21CY_020,0
TO_161_RH_(141_RH),4,1,1,,na,SLD_DRN_S_SPVM-21CY_104,0
TO_161_RH_(141_RH),5,1,1,,na,SLD_S_SPVM-21CY_021,0
TO_161_RH_(141_RH),6,1,1,,na,CANFD_P_BUS_LO,0
TO_161_RH_(141_RH),7,1,1,,na,CANFD_P_BUS_HI,0
TO_161_RH_(141_RH),8,1,1,,na,CANFD_P_BUS_HI,0
TO_161_RH_(141_RH),9,1,1,,na,CANFD_P_BUS_LO,0
TO_161_RH_(141_RH),10,1,1,,na,CAN_BTL_BUS_HI,0
TO_161_RH_(141_RH),11,1,1,,na,CAN_BTL_BUS_LO,0
TO_161_RH_(141_RH),12,1,1,,na,CANFD_DS_BUS_HI,0
TO_161_RH_(141_RH),13,1,1,,na,CANFD_DS_BUS_LO,0
TO_161_RH_(141_RH),14,1,1,,na,EQ_F:S/HTR_F/R_L,0
TO_161_RH_(141_RH),15,1,1,,na,CANFD_DS_LOCAL1_BUS_HI,0
TO_161_RH_(141_RH),16,1,1,,na,TW_S_SOLAR_ECU_004,0
TO_161_RH_(141_RH),17,1,1,,na,TW_S_SOLAR_ECU_005,0
TO_161_RH_(141_RH),18,1,1,,na,TW_S_SOLAR_ECU_006,0
TO_161_RH_(141_RH),19,1,1,,na,TW_S_SOLAR_ECU_007,0
TO_161_RH_(141_RH),20,1,1,,na,MCB4674,0
TO_161_RH_(141_RH),21,1,1,,na,EQ_BODY_ECU_LSWR,0
TO_161_RH_(141_RH),22,1,1,,na,na,2
TO_161_RH_(141_RH),23,1,1,,na,na,2
TO_161_RH_(141_RH),24,1,1,,na,EQ_F:ECU-DCC_NO.2_L,0
TO_161_RH_(141_RH),25,1,1,,na,CANFD_DS_BUS_LO,0
TO_161_RH_(141_RH),26,1,1,,na,CANFD_DS_BUS_HI,0
TO_161_RH_(141_RH),27,1,1,,na,EQ_F:SBW_IGCT-PHV_L,0
TO_161_RH_(141_RH),28,1,1,,na,EMB_S_PVM_APP-21CY_033,0
TO_161_RH_(141_RH),29,1,1,,na,EMB_DRN_S_PVM_APP-21CY_104,0
TO_161_RH_(141_RH),30,1,1,,na,EQ_HTR_CONT_PNL_SVDI,0
TO_161_RH_(141_RH),31,1,1,,na,EQ_HTR_CONT_PNL_SW_2,0
TO_161_RH_(141_RH),32,1,1,,na,EQ_HV_BAT_JB_SMRB,0
TO_161_RH_(141_RH),33,1,1,,na,EQ_HV_BAT_JB_SMRG,0
TO_161_RH_(141_RH),34,1,1,,na,EQ_HV_ECU-HV_ILK,0
TO_161_RH_(141_RH),35,1,1,,na,EQ_HV_ECU-HV_RMT,0
TO_161_RH_(141_RH),36,1,1,,na,EQ_HV_ECU-HV_RMTG,0
TO_161_RH_(141_RH),37,1,1,,na,EQ_HV_ECU-PHV_WCEN,0
TO_161_RH_(141_RH),38,1,1,,na,MCB6533,0
TO_161_RH_(141_RH),39,1,1,,na,EQ_PHV_BAT_SYS_SMRB,0
TO_161_RH_(141_RH),40,1,1,,na,EQ_PHV_BAT_SYS_SMRG,0
TO_161_RH_(141_RH),41,1,1,,na,EQ_PVM_SW_D,0
TO_161_RH_(141_RH),42,1,1,,na,EQ_RLY:S/HTR_RR_L,0
TO_161_RH_(141_RH),43,1,1,,na,EQ_RLY:SEAT_HTR_F/R_HI_L,0
TO_161_RH_(141_RH),44,1,1,,na,EQ_RLY:SEAT_HTR_F/R_LO_L,0
TO_161_RH_(141_RH),45,1,1,,na,EQ_WIRELESS_CHARGE_ECU_DIS,0
TO_161_RH_(141_RH),46,1,1,,na,S_FR_SEAT_HTR_010,0
TO_161_RH_(141_RH),47,1,1,,na,S_FR_SEAT_HTR_011,0
TO_161_RH_(141_RH),48,1,1,,na,S_FR_SEAT_HTR_012,0
TO_161_RH_(141_RH),49,1,1,,na,S_QUICK_SVS_FR_006,0
TO_161_RH_(141_RH),50,1,1,,na,S_BODY_ECU_DOOR_035,0
TO_161_RH_(141_RH),51,1,1,,na,S_BODY_ECU_DOOR_036,0
TO_161_RH_(141_RH),52,1,1,,na,MCB6534,0
TO_161_RH_(141_RH),53,1,1,,na,S_DOUBLE_LOCK_003,0
TO_161_RH_(141_RH),54,1,1,,S_FR_SEAT_HTR_001,S_FR_SEAT_HTR_001,1
TO_161_RH_(141_RH),55,1,1,,S_FR_SEAT_HTR_002,S_FR_SEAT_HTR_002,1
TO_161_RH_(141_RH),56,1,1,,S_FR_SEAT_HTR_003,S_FR_SEAT_HTR_003,1
TO_161_RH_(141_RH),57,1,1,,CANFD_DS_LOCAL1_BUS_LO,CANFD_DS_LOCAL1_BUS_LO,1
TO_161_RH_(141_RH),58,1,1,,na,EMB_S_PVM_APP-21CY_034,0
TO_161_RH_(141_RH),59,1,1,,na,EQ_F:PWC(TBD)_L,0
TO_161_RH_(141_RH),60,1,1,,na,na,2
TO_161_RH_(141_RH),61,1,1,,S_METER_010,S_METER_010,1
TO_161_RH_(141_RH),62,1,1,,S_METER_027,S_METER_027,1
TO_161_RH_(141_RH),63,1,1,,S_PHV_BATTERY_PACK_003,S_PHV_BATTERY_PACK_003,1
TO_161_RH_(141_RH),70,1,1,,S_QUICK_SVS_FR_002,S_QUICK_SVS_FR_002,1
TO_161_RH_(141_RH),73,1,1,,S_CLEARANCE_SNR_043,S_CLEARANCE_SNR_043,1
TO_161_RH_(141_RH),74,1,1,,S_CLEARANCE_SNR_044,S_CLEARANCE_SNR_044,1
TO_161_RH_(141_RH),75,1,1,,S_CLEARANCE_SNR_045,S_CLEARANCE_SNR_045,1
TO_161_RH_(141_RH),76,1,1,,EQ_F:PM_IGCT-PHV_L,EQ_F:PM_IGCT-PHV_L,1
TO_161_RH_(141_RH),77,1,1,,S_HV_ECU-PHV_037,S_HV_ECU-PHV_037,1
TO_161_RH_(151),1,1,1,,EMB_S_PVM_APP-21CY_009,EMB_S_PVM_APP-21CY_009,1
TO_161_RH_(151),2,1,1,,EMB_DRN_S_PVM_APP-21CY_103,EMB_DRN_S_PVM_APP-21CY_103,1
TO_161_RH_(151),3,1,1,,EMB_S_PVM_APP-21CY_010,EMB_S_PVM_APP-21CY_010,1
TO_161_RH_(151),4,1,1,,EMB_S_PVM_APP-21CY_011,EMB_S_PVM_APP-21CY_011,1
TO_161_RH_(151),5,1,1,,EMB_S_PVM_APP-21CY_012,EMB_S_PVM_APP-21CY_012,1
TO_161_RH_(151),6,1,1,,SLD_S_SPVM-21CY_009,SLD_S_SPVM-21CY_009,1
TO_161_RH_(151),7,1,1,,SLD_DRN_S_SPVM-21CY_103,SLD_DRN_S_SPVM-21CY_103,1
TO_161_RH_(151),8,1,1,,SLD_S_SPVM-21CY_010,SLD_S_SPVM-21CY_010,1
TO_161_RH_(151),9,1,1,,SLD_S_SPVM-21CY_011,SLD_S_SPVM-21CY_011,1
TO_161_RH_(151),10,1,1,,SLD_S_SPVM-21CY_012,SLD_S_SPVM-21CY_012,1
TO_161_RH_(151),11,1,1,,TW_S_AIRBAG_037,TW_S_AIRBAG_037,1
TO_161_RH_(151),12,1,1,,TW_S_AIRBAG_038,TW_S_AIRBAG_038,1
TO_161_RH_(151),13,1,1,,TW_S_AIRBAG_094,TW_S_AIRBAG_094,1
TO_161_RH_(151),14,1,1,,TW_S_AIRBAG_097,TW_S_AIRBAG_097,1
TO_161_RH_(151),15,1,1,,TW_S_AIRBAG_146,TW_S_AIRBAG_146,1
TO_161_RH_(151),16,1,1,,TW_S_AIRBAG_150,TW_S_AIRBAG_150,1
TO_161_RH_(151),17,1,1,,EQ_BSM_MODULE_RH_OMIR,EQ_BSM_MODULE_RH_OMIR,1
TO_161_RH_(151),18,1,1,,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_161_RH_(151),19,1,1,,na,EQ_F:PANEL_L,0
TO_161_RH_(151),20,1,1,,na,S_BODY_ECU_DOOR_002,0
TO_161_RH_(151),21,1,1,,na,S_BODY_ECU_DOOR_004,0
TO_161_RH_(151),22,1,1,,na,S_PVM_APP-21CY_028,0
TO_161_RH_(151),23,1,1,,na,S_PVM_APP-21CY_029,0
TO_161_RH_(151),24,1,1,,na,S_PVM_APP-21CY_030,0
TO_161_RH_(151),25,1,1,,na,S_PVM_APP-21CY_031,0
TO_161_RH_(151),26,1,1,,na,S_OUT_MIR_SW_014,0
TO_161_RH_(151),27,1,1,,na,S_OUT_MIR_SW_015,0
TO_161_RH_(151),28,1,1,,na,S_OUT_MIR_SW_011,0
TO_161_RH_(153)_25P,1,1,1,90980-12801,na,SIG4650,0
TO_161_RH_(153)_25P,2,1,1,90980-12801,na,MCB4651,0
TO_161_RH_(153)_25P,3,1,1,90980-12801,EQ_BODY_ECU_LIN2,EQ_BODY_ECU_LIN2,1
TO_161_RH_(153)_25P,4,1,1,90980-12801,EQ_BODY_ECU_LSWR,EQ_BODY_ECU_LSWR,1
TO_161_RH_(153)_25P,5,1,1,90980-12801,EQ_METER_ILL-,EQ_METER_ILL-,1
TO_161_RH_(153)_25P,6,1,1,90980-12801,S_BLE_ECU_003,S_BLE_ECU_003,1
TO_161_RH_(153)_25P,7,1,1,90980-12801,S_BLE_ECU_005,S_BLE_ECU_005,1
TO_161_RH_(153)_25P,8,1,1,90980-12801,EQ_F:PANEL_L,EQ_F:PANEL_L,1
TO_161_RH_(153)_25P,9,1,1,90980-12801,EQ_HTR_CONT_PNL_SVDI,EQ_HTR_CONT_PNL_SVDI,1
TO_161_RH_(153)_25P,10,1,1,90980-12801,EQ_HTR_CONT_PNL_SW_2,EQ_HTR_CONT_PNL_SW_2,1
TO_161_RH_(153)_25P,11,1,1,90980-12801,EQ_F:DOOR_R/R_L,EQ_F:DOOR_R/R_L,1
TO_161_RH_(153)_25P,12,1,1,90980-12801,GND_BLE_RECV_D/SEAT_GND,GND_BLE_RECV_D/SEAT_GND,1
TO_161_RH_(153)_25P,13,1,1,90980-12801,S_DOUBLE_LOCK_001,S_DOUBLE_LOCK_001,1
TO_161_RH_(153)_25P,14,1,1,90980-12801,S_BODY_ECU_DOOR_004,S_BODY_ECU_DOOR_004,1
TO_161_RH_(153)_25P,15,1,1,90980-12801,S_BODY_ECU_DOOR_002,S_BODY_ECU_DOOR_002,1
TO_161_RH_(153)_25P,16,1,1,90980-12801,na,na,2
TO_161_RH_(153)_25P,17,1,1,90980-12801,S_BODY_ECU_DOOR_035,S_BODY_ECU_DOOR_035,1
TO_161_RH_(153)_25P,18,1,1,90980-12801,S_BODY_ECU_DOOR_036,S_BODY_ECU_DOOR_036,1
TO_161_RH_(153)_25P,19,1,1,90980-12801,na,na,2
TO_161_RH_(153)_25P,20,1,1,90980-12801,S_DOUBLE_LOCK_003,S_DOUBLE_LOCK_003,1
TO_161_RH_(153)_25P,21,1,1,90980-12801,S_DOUBLE_LOCK_006,S_DOUBLE_LOCK_006,1
TO_161_RH_(153)_25P,22,1,1,90980-12801,S_BLE_ECU_004,S_BLE_ECU_004,1
TO_161_RH_(153)_25P,23,1,1,90980-12801,EQ_F:ECU-DCC_NO.2_L,EQ_F:ECU-DCC_NO.2_L,1
TO_161_RH_(153)_25P,24,1,1,90980-12801,EQ_F:ECU-IGP_NO.3_L,EQ_F:ECU-IGP_NO.3_L,1
TO_161_RH_(153)_25P,25,1,1,90980-12801,na,na,2
TO_161_RH_(169),1,1,1,90980-12326,SLD_S_MGR_004,SLD_S_MGR_004,1
